Code;TAS20;F1;F2;F3;Gender;Age;Card;T_Metaphors;T_ToM;T_FP;T_Interpret;T_Desc;T_Confussion;Text;Alex_A;Alex_B;Words;Sentences;Tokens;Tokens_Stop;Tokens_Stem;POS
21c2ce5748e4910fb1e9addfa6bb0e3e;35;8;10;17;1;37;13HM;0;1;0;1;0;0;Vaya resaca más mala! Anoche el Rubius se bebió hasta el jarabe de la tos. Todo le salió rodado, bailaba con las chicas más guapas, era el alma del karaoke, todo el mundo quería compadrear con él. O eso pensaba él, bajo los efectos del ron. Hasta ligó con una chica y se fue a la cama con ella. Fue el rey del mundo! Pero ay, pobre de él a la mañana siguiente...¡qué dolor de cabeza! ¡Qué ganas de vomitar! Y esta chica era más guapa anoche con 5 copas de ron...El Rubius jura y perjura que no volverá a beber. Volvió a emborracharse la noche siguiente.;0;0;107;13;['vaya', 'resaca', 'más', 'mala', 'anoche', 'el', 'rubius', 'se', 'bebió', 'hasta', 'el', 'jarabe', 'de', 'la', 'tos', 'todo', 'le', 'salió', 'rodado', 'bailaba', 'con', 'las', 'chicas', 'más', 'guapas', 'era', 'el', 'alma', 'del', 'karaoke', 'todo', 'el', 'mundo', 'quería', 'compadrear', 'con', 'él', 'o', 'eso', 'pensaba', 'él', 'bajo', 'los', 'efectos', 'del', 'ron', 'hasta', 'ligó', 'con', 'una', 'chica', 'y', 'se', 'fue', 'a', 'la', 'cama', 'con', 'ella', 'fue', 'el', 'rey', 'del', 'mundo', 'pero', 'ay', 'pobre', 'de', 'él', 'a', 'la', 'mañana', 'siguiente', 'qué', 'dolor', 'de', 'cabeza', 'qué', 'ganas', 'de', 'vomitar', 'y', 'esta', 'chica', 'era', 'más', 'guapa', 'anoche', 'con', '5', 'copas', 'de', 'ron', 'el', 'rubius', 'jura', 'y', 'perjura', 'que', 'no', 'volverá', 'a', 'beber', 'volvió', 'a', 'emborracharse', 'la', 'noche', 'siguiente'];['vaya', 'resaca', 'mala', 'anoche', 'rubius', 'bebió', 'jarabe', 'tos', 'salió', 'rodado', 'bailaba', 'chicas', 'guapas', 'alma', 'karaoke', 'mundo', 'quería', 'compadrear', 'pensaba', 'bajo', 'efectos', 'ron', 'ligó', 'chica', 'cama', 'rey', 'mundo', 'ay', 'pobre', 'mañana', 'siguiente', 'dolor', 'cabeza', 'ganas', 'vomitar', 'chica', 'guapa', 'anoche', '5', 'copas', 'ron', 'rubius', 'jura', 'perjura', 'volverá', 'beber', 'volvió', 'emborracharse', 'noche', 'siguiente'];['vaya', 'resaca', 'mala', 'anoch', 'rubiu', 'bebió', 'jarab', 'to', 'salió', 'rodado', 'bailaba', 'chica', 'guapa', 'alma', 'karaok', 'mundo', 'quería', 'compadrear', 'pensaba', 'bajo', 'efecto', 'ron', 'ligó', 'chica', 'cama', 'rey', 'mundo', 'ay', 'pobr', 'mañana', 'siguient', 'dolor', 'cabeza', 'gana', 'vomitar', 'chica', 'guapa', 'anoch', '5', 'copa', 'ron', 'rubiu', 'jura', 'perjura', 'volverá', 'beber', 'volvió', 'emborrachars', 'noch', 'siguient'];[('vaya', 'VERB'), ('resaca', 'NOUN'), ('más', 'ADV'), ('mala!', 'ADJ'), ('anoche', 'ADV'), ('el', 'DET'), ('rubius', 'NOUN'), ('se', 'PRON'), ('bebió', 'VERB'), ('hasta', 'ADP'), ('el', 'DET'), ('jarabe', 'NOUN'), ('de', 'ADP'), ('la', 'DET'), ('tos.', 'PROPN'), ('todo', 'PRON'), ('le', 'PRON'), ('salió', 'VERB'), ('rodado,', 'PROPN'), ('bailaba', 'PROPN'), ('con', 'ADP'), ('las', 'DET'), ('chicas', 'NOUN'), ('más', 'ADV'), ('guapas,', 'ADJ'), ('era', 'AUX'), ('el', 'DET'), ('alma', 'NOUN'), ('del', 'ADP'), ('karaoke,', 'PROPN'), ('todo', 'DET'), ('el', 'DET'), ('mundo', 'NOUN'), ('quería', 'VERB'), ('compadrear', 'VERB'), ('con', 'ADP'), ('él.', 'PROPN'), ('o', 'CCONJ'), ('eso', 'PRON'), ('pensaba', 'VERB'), ('él,', 'PROPN'), ('bajo', 'ADP'), ('los', 'DET'), ('efectos', 'NOUN'), ('del', 'ADP'), ('ron.', 'PROPN'), ('hasta', 'ADP'), ('ligó', 'VERB'), ('con', 'ADP'), ('una', 'DET'), ('chica', 'NOUN'), ('y', 'CCONJ'), ('se', 'PRON'), ('fue', 'AUX'), ('a', 'ADP'), ('la', 'DET'), ('cama', 'NOUN'), ('con', 'ADP'), ('ella.', 'PROPN'), ('fue', 'AUX'), ('el', 'DET'), ('rey', 'NOUN'), ('del', 'ADP'), ('mundo!', 'PROPN'), ('pero', 'CCONJ'), ('ay,', 'PROPN'), ('pobre', 'ADJ'), ('de', 'ADP'), ('él', 'PRON'), ('a', 'ADP'), ('la', 'DET'), ('mañana', 'NOUN'), ('siguiente...¡qué', 'ADJ'), ('dolor', 'NOUN'), ('de', 'ADP'), ('cabeza!', 'NUM'), ('¡qué', 'NUM'), ('ganas', 'NOUN'), ('de', 'ADP'), ('vomitar!', 'PROPN'), ('y', 'CCONJ'), ('esta', 'DET'), ('chica', 'NOUN'), ('era', 'AUX'), ('más', 'ADV'), ('guapa', 'ADJ'), ('anoche', 'ADV'), ('con', 'ADP'), ('5', 'NUM'), ('copas', 'NOUN'), ('de', 'ADP'), ('ron...el', 'NUM'), ('rubius', 'NOUN'), ('jura', 'VERB'), ('y', 'CCONJ'), ('perjura', 'VERB'), ('que', 'SCONJ'), ('no', 'ADV'), ('volverá', 'AUX'), ('a', 'ADP'), ('beber.', 'PROPN'), ('volvió', 'AUX'), ('a', 'ADP'), ('emborracharse', 'VERB'), ('la', 'DET'), ('noche', 'NOUN'), ('siguiente.', 'ADJ')]
3617deeecc419db6fc339e72c2b6d699;43;14;14;15;2;43;9VH;0;0;0;1;0;0;Unos amigos que descansaban después de trabajar.;0;0;7;2;['unos', 'amigos', 'que', 'descansaban', 'después', 'de', 'trabajar'];['amigos', 'descansaban', 'después', 'trabajar'];['amigo', 'descansaban', 'despué', 'trabajar'];[('unos', 'DET'), ('amigos', 'NOUN'), ('que', 'PRON'), ('descansaban', 'VERB'), ('después', 'ADV'), ('de', 'ADP'), ('trabajar.', 'PROPN')]
3617deeecc419db6fc339e72c2b6d699;43;14;14;15;2;43;11;0;0;0;1;1;0;un camino cortado porque la montaña se cayó.;0;0;8;2;['un', 'camino', 'cortado', 'porque', 'la', 'montaña', 'se', 'cayó'];['camino', 'cortado', 'montaña', 'cayó'];['camino', 'cortado', 'montaña', 'cayó'];[('un', 'DET'), ('camino', 'NOUN'), ('cortado', 'ADJ'), ('porque', 'SCONJ'), ('la', 'DET'), ('montaña', 'NOUN'), ('se', 'PRON'), ('cayó.', 'PROPN')]
3617deeecc419db6fc339e72c2b6d699;43;14;14;15;2;43;13HM;0;0;0;1;1;0;Un hombre que encontró a su mujer muerta.;0;0;8;2;['un', 'hombre', 'que', 'encontró', 'a', 'su', 'mujer', 'muerta'];['hombre', 'encontró', 'mujer', 'muerta'];['hombr', 'encontró', 'mujer', 'muerta'];[('un', 'DET'), ('hombre', 'NOUN'), ('que', 'PRON'), ('encontró', 'VERB'), ('a', 'ADP'), ('su', 'DET'), ('mujer', 'NOUN'), ('muerta.', 'PROPN')]
bf8f34a4129fa8fa2f5cbf165738bbef;54;19;16;19;2;55;1;0;1;0;1;0;0;un niño que su único amigo era un violín. Muchas vezes compartia con el tristezas, y las contestaciones eran en forma de canción, transmutando asi su dolor en arte. También compartía alegrías que comemoradas con música hacían con que un día vulgar les parecerá una fiesta. Era una amistad real y duradera!;0;0;52;4;['un', 'niño', 'que', 'su', 'único', 'amigo', 'era', 'un', 'violín', 'muchas', 'vezes', 'compartia', 'con', 'el', 'tristezas', 'y', 'las', 'contestaciones', 'eran', 'en', 'forma', 'de', 'canción', 'transmutando', 'asi', 'su', 'dolor', 'en', 'arte', 'también', 'compartía', 'alegrías', 'que', 'comemoradas', 'con', 'música', 'hacían', 'con', 'que', 'un', 'día', 'vulgar', 'les', 'parecerá', 'una', 'fiesta', 'era', 'una', 'amistad', 'real', 'y', 'duradera'];['niño', 'único', 'amigo', 'violín', 'muchas', 'vezes', 'compartia', 'tristezas', 'contestaciones', 'forma', 'canción', 'transmutando', 'asi', 'dolor', 'arte', 'compartía', 'alegrías', 'comemoradas', 'música', 'hacían', 'día', 'vulgar', 'parecerá', 'fiesta', 'amistad', 'real', 'duradera'];['niño', 'único', 'amigo', 'violín', 'mucha', 'veze', 'compartia', 'tristeza', 'contestacion', 'forma', 'canción', 'transmutando', 'asi', 'dolor', 'art', 'compartía', 'alegría', 'comemorada', 'música', 'hacían', 'día', 'vulgar', 'parecerá', 'fiesta', 'amistad', 'real', 'duradera'];[('un', 'DET'), ('niño', 'NOUN'), ('que', 'SCONJ'), ('su', 'DET'), ('único', 'ADJ'), ('amigo', 'NOUN'), ('era', 'AUX'), ('un', 'DET'), ('violín.', 'PROPN'), ('muchas', 'DET'), ('vezes', 'NOUN'), ('compartia', 'ADJ'), ('con', 'ADP'), ('el', 'DET'), ('tristezas,', 'PROPN'), ('y', 'CCONJ'), ('las', 'DET'), ('contestaciones', 'NOUN'), ('eran', 'AUX'), ('en', 'ADP'), ('forma', 'NOUN'), ('de', 'ADP'), ('canción,', 'PROPN'), ('transmutando', 'VERB'), ('asi', 'VERB'), ('su', 'DET'), ('dolor', 'NOUN'), ('en', 'ADP'), ('arte.', 'PROPN'), ('también', 'ADV'), ('compartía', 'VERB'), ('alegrías', 'NOUN'), ('que', 'PRON'), ('comemoradas', 'VERB'), ('con', 'ADP'), ('música', 'NOUN'), ('hacían', 'VERB'), ('con', 'ADP'), ('que', 'SCONJ'), ('un', 'DET'), ('día', 'NOUN'), ('vulgar', 'ADJ'), ('les', 'PRON'), ('parecerá', 'VERB'), ('una', 'DET'), ('fiesta.', 'PROPN'), ('era', 'AUX'), ('una', 'DET'), ('amistad', 'NOUN'), ('real', 'ADJ'), ('y', 'CCONJ'), ('duradera!', 'PROPN')]
bf8f34a4129fa8fa2f5cbf165738bbef;54;19;16;19;2;55;9VH;0;1;0;1;0;0;un grupo de amigos que les gustaban las aventuras. Se juntaban y salían para conocer los campos y no les importaban donde dormir, siempre y cuando estuvieron juntos!;0;0;28;2;['un', 'grupo', 'de', 'amigos', 'que', 'les', 'gustaban', 'las', 'aventuras', 'se', 'juntaban', 'y', 'salían', 'para', 'conocer', 'los', 'campos', 'y', 'no', 'les', 'importaban', 'donde', 'dormir', 'siempre', 'y', 'cuando', 'estuvieron', 'juntos'];['grupo', 'amigos', 'gustaban', 'aventuras', 'juntaban', 'salían', 'conocer', 'campos', 'importaban', 'dormir', 'siempre', 'juntos'];['grupo', 'amigo', 'gustaban', 'aventura', 'juntaban', 'salían', 'conoc', 'campo', 'importaban', 'dormir', 'siempr', 'junto'];[('un', 'DET'), ('grupo', 'NOUN'), ('de', 'ADP'), ('amigos', 'NOUN'), ('que', 'PRON'), ('les', 'PRON'), ('gustaban', 'VERB'), ('las', 'DET'), ('aventuras.', 'NOUN'), ('se', 'PRON'), ('juntaban', 'VERB'), ('y', 'CCONJ'), ('salían', 'VERB'), ('para', 'ADP'), ('conocer', 'VERB'), ('los', 'DET'), ('campos', 'NOUN'), ('y', 'CCONJ'), ('no', 'ADV'), ('les', 'PRON'), ('importaban', 'VERB'), ('donde', 'PRON'), ('dormir,', 'NUM'), ('siempre', 'ADV'), ('y', 'CCONJ'), ('cuando', 'SCONJ'), ('estuvieron', 'AUX'), ('juntos!', 'PROPN')]
bf8f34a4129fa8fa2f5cbf165738bbef;54;19;16;19;2;55;11;0;0;1;1;0;0;un bosque que siempre aparecía en mis pesadillas.  Era oscura y no podía saber bien lo que tenía por delante, eran árboles que parecía tener cara, caminos que desaparecían.;0;0;29;3;['un', 'bosque', 'que', 'siempre', 'aparecía', 'en', 'mis', 'pesadillas', 'era', 'oscura', 'y', 'no', 'podía', 'saber', 'bien', 'lo', 'que', 'tenía', 'por', 'delante', 'eran', 'árboles', 'que', 'parecía', 'tener', 'cara', 'caminos', 'que', 'desaparecían'];['bosque', 'siempre', 'aparecía', 'pesadillas', 'oscura', 'podía', 'saber', 'bien', 'delante', 'árboles', 'parecía', 'tener', 'cara', 'caminos', 'desaparecían'];['bosqu', 'siempr', 'aparecía', 'pesadilla', 'oscura', 'podía', 'saber', 'bien', 'delant', 'árbole', 'parecía', 'tener', 'cara', 'camino', 'desaparecían'];[('un', 'DET'), ('bosque', 'NOUN'), ('que', 'PRON'), ('siempre', 'ADV'), ('aparecía', 'VERB'), ('en', 'ADP'), ('mis', 'DET'), ('pesadillas.', 'PROPN'), ('era', 'AUX'), ('oscura', 'ADJ'), ('y', 'CCONJ'), ('no', 'ADV'), ('podía', 'AUX'), ('saber', 'VERB'), ('bien', 'ADV'), ('lo', 'DET'), ('que', 'PRON'), ('tenía', 'VERB'), ('por', 'ADP'), ('delante,', 'PROPN'), ('eran', 'AUX'), ('árboles', 'NOUN'), ('que', 'PRON'), ('parecía', 'AUX'), ('tener', 'VERB'), ('cara,', 'NUM'), ('caminos', 'NOUN'), ('que', 'PRON'), ('desaparecían.', 'VERB')]
bf8f34a4129fa8fa2f5cbf165738bbef;54;19;16;19;2;55;13HM;0;0;0;1;1;0;una pareja que cuando el marido se iba a trabajar su esposa si quedaba dormida y el le costaba mucho abrir los ojos.;0;0;23;2;['una', 'pareja', 'que', 'cuando', 'el', 'marido', 'se', 'iba', 'a', 'trabajar', 'su', 'esposa', 'si', 'quedaba', 'dormida', 'y', 'el', 'le', 'costaba', 'mucho', 'abrir', 'los', 'ojos'];['pareja', 'marido', 'iba', 'trabajar', 'esposa', 'si', 'quedaba', 'dormida', 'costaba', 'abrir', 'ojos'];['pareja', 'marido', 'iba', 'trabajar', 'esposa', 'si', 'quedaba', 'dormida', 'costaba', 'abrir', 'ojo'];[('una', 'DET'), ('pareja', 'NOUN'), ('que', 'PRON'), ('cuando', 'SCONJ'), ('el', 'DET'), ('marido', 'NOUN'), ('se', 'PRON'), ('iba', 'AUX'), ('a', 'ADP'), ('trabajar', 'VERB'), ('su', 'DET'), ('esposa', 'NOUN'), ('si', 'SCONJ'), ('quedaba', 'VERB'), ('dormida', 'ADJ'), ('y', 'CCONJ'), ('el', 'DET'), ('le', 'PRON'), ('costaba', 'VERB'), ('mucho', 'ADV'), ('abrir', 'VERB'), ('los', 'DET'), ('ojos.', 'PROPN')]
af67553b2ca884d23497afdf7a2b10d8;36;14;10;12;1;45;1;0;1;0;1;0;0;Familia burguesa, mediados de siglo. El primogénito es castigado en su cuarto. Su madre le ha advertido que si quiere cenar esa noche tiene que rehacer los ejercicios de clase. El profesor ha comunicado a los padres las malas calificaciones que ha ido acumulando en el último trimestre. Todo a él todo eso le aburre. Encerrado en su cuarto comienza a imaginar cómo sería tener su propio violín, su verdadera pasión desde que lo escuchó sonar en un concierto al que le llevaron junto a sus compañeros de colegio. Cómo sería ser compositor. Y comienza a crear música mentalmente mientras visualiza en su ensoñación corcheas por el aire, partituras que vuelan y un un violín vibrante que le arrebata y le conecta con otro mundo muy distinto al que encierran las cuatro paredes de su habitación.;0;0;136;9;['familia', 'burguesa', 'mediados', 'de', 'siglo', 'el', 'primogénito', 'es', 'castigado', 'en', 'su', 'cuarto', 'su', 'madre', 'le', 'ha', 'advertido', 'que', 'si', 'quiere', 'cenar', 'esa', 'noche', 'tiene', 'que', 'rehacer', 'los', 'ejercicios', 'de', 'clase', 'el', 'profesor', 'ha', 'comunicado', 'a', 'los', 'padres', 'las', 'malas', 'calificaciones', 'que', 'ha', 'ido', 'acumulando', 'en', 'el', 'último', 'trimestre', 'todo', 'a', 'él', 'todo', 'eso', 'le', 'aburre', 'encerrado', 'en', 'su', 'cuarto', 'comienza', 'a', 'imaginar', 'cómo', 'sería', 'tener', 'su', 'propio', 'violín', 'su', 'verdadera', 'pasión', 'desde', 'que', 'lo', 'escuchó', 'sonar', 'en', 'un', 'concierto', 'al', 'que', 'le', 'llevaron', 'junto', 'a', 'sus', 'compañeros', 'de', 'colegio', 'cómo', 'sería', 'ser', 'compositor', 'y', 'comienza', 'a', 'crear', 'música', 'mentalmente', 'mientras', 'visualiza', 'en', 'su', 'ensoñación', 'corcheas', 'por', 'el', 'aire', 'partituras', 'que', 'vuelan', 'y', 'un', 'un', 'violín', 'vibrante', 'que', 'le', 'arrebata', 'y', 'le', 'conecta', 'con', 'otro', 'mundo', 'muy', 'distinto', 'al', 'que', 'encierran', 'las', 'cuatro', 'paredes', 'de', 'su', 'habitación'];['familia', 'burguesa', 'mediados', 'siglo', 'primogénito', 'castigado', 'cuarto', 'madre', 'advertido', 'si', 'quiere', 'cenar', 'noche', 'rehacer', 'ejercicios', 'clase', 'profesor', 'comunicado', 'padres', 'malas', 'calificaciones', 'ido', 'acumulando', 'último', 'trimestre', 'aburre', 'encerrado', 'cuarto', 'comienza', 'imaginar', 'cómo', 'tener', 'propio', 'violín', 'verdadera', 'pasión', 'escuchó', 'sonar', 'concierto', 'llevaron', 'junto', 'compañeros', 'colegio', 'cómo', 'ser', 'compositor', 'comienza', 'crear', 'música', 'mentalmente', 'mientras', 'visualiza', 'ensoñación', 'corcheas', 'aire', 'partituras', 'vuelan', 'violín', 'vibrante', 'arrebata', 'conecta', 'mundo', 'distinto', 'encierran', 'cuatro', 'paredes', 'habitación'];['familia', 'burguesa', 'mediado', 'siglo', 'primogénito', 'castigado', 'cuarto', 'madr', 'advertido', 'si', 'quier', 'cenar', 'noch', 'rehac', 'ejercicio', 'clase', 'profesor', 'comunicado', 'padr', 'mala', 'calificacion', 'ido', 'acumulando', 'último', 'trimestr', 'aburr', 'encerrado', 'cuarto', 'comienza', 'imaginar', 'cómo', 'tener', 'propio', 'violín', 'verdadera', 'pasión', 'escuchó', 'sonar', 'concierto', 'llevaron', 'junto', 'compañero', 'colegio', 'cómo', 'ser', 'compositor', 'comienza', 'crear', 'música', 'mentalment', 'mientra', 'visualiza', 'ensoñación', 'corchea', 'air', 'partitura', 'vuelan', 'violín', 'vibrant', 'arrebata', 'conecta', 'mundo', 'distinto', 'encierran', 'cuatro', 'pared', 'habitación'];[('familia', 'NOUN'), ('burguesa,', 'ADJ'), ('mediados', 'ADJ'), ('de', 'ADP'), ('siglo.', 'PROPN'), ('el', 'DET'), ('primogénito', 'NOUN'), ('es', 'AUX'), ('castigado', 'VERB'), ('en', 'ADP'), ('su', 'DET'), ('cuarto.', 'NOUN'), ('su', 'DET'), ('madre', 'NOUN'), ('le', 'PRON'), ('ha', 'AUX'), ('advertido', 'VERB'), ('que', 'SCONJ'), ('si', 'SCONJ'), ('quiere', 'VERB'), ('cenar', 'VERB'), ('esa', 'DET'), ('noche', 'NOUN'), ('tiene', 'VERB'), ('que', 'SCONJ'), ('rehacer', 'VERB'), ('los', 'DET'), ('ejercicios', 'NOUN'), ('de', 'ADP'), ('clase.', 'PROPN'), ('el', 'DET'), ('profesor', 'NOUN'), ('ha', 'AUX'), ('comunicado', 'VERB'), ('a', 'ADP'), ('los', 'DET'), ('padres', 'NOUN'), ('las', 'DET'), ('malas', 'ADJ'), ('calificaciones', 'NOUN'), ('que', 'PRON'), ('ha', 'AUX'), ('ido', 'AUX'), ('acumulando', 'VERB'), ('en', 'ADP'), ('el', 'DET'), ('último', 'ADJ'), ('trimestre.', 'PROPN'), ('todo', 'PRON'), ('a', 'ADP'), ('él', 'PRON'), ('todo', 'DET'), ('eso', 'PRON'), ('le', 'PRON'), ('aburre.', 'VERB'), ('encerrado', 'ADJ'), ('en', 'ADP'), ('su', 'DET'), ('cuarto', 'ADJ'), ('comienza', 'AUX'), ('a', 'ADP'), ('imaginar', 'VERB'), ('cómo', 'PRON'), ('sería', 'AUX'), ('tener', 'VERB'), ('su', 'DET'), ('propio', 'ADJ'), ('violín,', 'PROPN'), ('su', 'DET'), ('verdadera', 'ADJ'), ('pasión', 'NOUN'), ('desde', 'ADP'), ('que', 'SCONJ'), ('lo', 'DET'), ('escuchó', 'VERB'), ('sonar', 'VERB'), ('en', 'ADP'), ('un', 'DET'), ('concierto', 'NOUN'), ('al', 'ADP'), ('que', 'PRON'), ('le', 'PRON'), ('llevaron', 'VERB'), ('junto', 'ADJ'), ('a', 'ADP'), ('sus', 'DET'), ('compañeros', 'NOUN'), ('de', 'ADP'), ('colegio.', 'PROPN'), ('cómo', 'PRON'), ('sería', 'AUX'), ('ser', 'AUX'), ('compositor.', 'VERB'), ('y', 'CCONJ'), ('comienza', 'AUX'), ('a', 'ADP'), ('crear', 'VERB'), ('música', 'NOUN'), ('mentalmente', 'ADV'), ('mientras', 'SCONJ'), ('visualiza', 'VERB'), ('en', 'ADP'), ('su', 'DET'), ('ensoñación', 'NOUN'), ('corcheas', 'ADJ'), ('por', 'ADP'), ('el', 'DET'), ('aire,', 'PROPN'), ('partituras', 'NOUN'), ('que', 'PRON'), ('vuelan', 'VERB'), ('y', 'CCONJ'), ('un', 'DET'), ('un', 'DET'), ('violín', 'NOUN'), ('vibrante', 'ADJ'), ('que', 'PRON'), ('le', 'PRON'), ('arrebata', 'VERB'), ('y', 'CCONJ'), ('le', 'PRON'), ('conecta', 'VERB'), ('con', 'ADP'), ('otro', 'DET'), ('mundo', 'NOUN'), ('muy', 'ADV'), ('distinto', 'ADJ'), ('al', 'ADP'), ('que', 'PRON'), ('encierran', 'VERB'), ('las', 'DET'), ('cuatro', 'NUM'), ('paredes', 'NOUN'), ('de', 'ADP'), ('su', 'DET'), ('habitación.', 'NOUN')]
af67553b2ca884d23497afdf7a2b10d8;36;14;10;12;1;45;9VH;0;1;0;1;0;0;Jornaleros descansando. Hombres rudos, curtidos en el trabajo rural, sudorosos y con manos agrietadas en tareas sacrificadas. Durante un momento del día se acurrucan entre sí transmitiendo la ternura y la sensación de que, por unos segundos, vuelven a la infancia.;0;0;41;4;['jornaleros', 'descansando', 'hombres', 'rudos', 'curtidos', 'en', 'el', 'trabajo', 'rural', 'sudorosos', 'y', 'con', 'manos', 'agrietadas', 'en', 'tareas', 'sacrificadas', 'durante', 'un', 'momento', 'del', 'día', 'se', 'acurrucan', 'entre', 'sí', 'transmitiendo', 'la', 'ternura', 'y', 'la', 'sensación', 'de', 'que', 'por', 'unos', 'segundos', 'vuelven', 'a', 'la', 'infancia'];['jornaleros', 'descansando', 'hombres', 'rudos', 'curtidos', 'trabajo', 'rural', 'sudorosos', 'manos', 'agrietadas', 'tareas', 'sacrificadas', 'momento', 'día', 'acurrucan', 'transmitiendo', 'ternura', 'sensación', 'segundos', 'vuelven', 'infancia'];['jornalero', 'descansando', 'hombr', 'rudo', 'curtido', 'trabajo', 'rural', 'sudoroso', 'mano', 'agrietada', 'tarea', 'sacrificada', 'momento', 'día', 'acurrucan', 'transmitiendo', 'ternura', 'sensación', 'segundo', 'vuelven', 'infancia'];[('jornaleros', 'NOUN'), ('descansando.', 'NUM'), ('hombres', 'NOUN'), ('rudos,', 'PROPN'), ('curtidos', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('trabajo', 'NOUN'), ('rural,', 'PROPN'), ('sudorosos', 'ADJ'), ('y', 'CCONJ'), ('con', 'ADP'), ('manos', 'NOUN'), ('agrietadas', 'ADJ'), ('en', 'ADP'), ('tareas', 'NOUN'), ('sacrificadas.', 'ADJ'), ('durante', 'ADP'), ('un', 'DET'), ('momento', 'NOUN'), ('del', 'ADP'), ('día', 'NOUN'), ('se', 'PRON'), ('acurrucan', 'VERB'), ('entre', 'ADP'), ('sí', 'PRON'), ('transmitiendo', 'VERB'), ('la', 'DET'), ('ternura', 'NOUN'), ('y', 'CCONJ'), ('la', 'DET'), ('sensación', 'NOUN'), ('de', 'ADP'), ('que,', 'NUM'), ('por', 'ADP'), ('unos', 'PRON'), ('segundos,', 'NUM'), ('vuelven', 'VERB'), ('a', 'ADP'), ('la', 'DET'), ('infancia.', 'PROPN')]
af67553b2ca884d23497afdf7a2b10d8;36;14;10;12;1;45;11;0;1;0;1;0;0;Los restos rocosos tras la carga de la dinamita lo invaden todo. Pero han dejado liberada la última parte de montaña que impedía llegar a la mina. Sus vetas de oro relucen y, en ese momento, todo el sacrificio hasta llegar allí parece diluirse y amortizarse. Se arrodilla, agotado, invadido por una sensación de plenitud completa. Y piensa en todos aquellos que le acompañaron pero que fueron quedándose por el camino.;0;0;71;6;['los', 'restos', 'rocosos', 'tras', 'la', 'carga', 'de', 'la', 'dinamita', 'lo', 'invaden', 'todo', 'pero', 'han', 'dejado', 'liberada', 'la', 'última', 'parte', 'de', 'montaña', 'que', 'impedía', 'llegar', 'a', 'la', 'mina', 'sus', 'vetas', 'de', 'oro', 'relucen', 'y', 'en', 'ese', 'momento', 'todo', 'el', 'sacrificio', 'hasta', 'llegar', 'allí', 'parece', 'diluirse', 'y', 'amortizarse', 'se', 'arrodilla', 'agotado', 'invadido', 'por', 'una', 'sensación', 'de', 'plenitud', 'completa', 'y', 'piensa', 'en', 'todos', 'aquellos', 'que', 'le', 'acompañaron', 'pero', 'que', 'fueron', 'quedándose', 'por', 'el', 'camino'];['restos', 'rocosos', 'tras', 'carga', 'dinamita', 'invaden', 'dejado', 'liberada', 'última', 'parte', 'montaña', 'impedía', 'llegar', 'mina', 'vetas', 'oro', 'relucen', 'momento', 'sacrificio', 'llegar', 'allí', 'parece', 'diluirse', 'amortizarse', 'arrodilla', 'agotado', 'invadido', 'sensación', 'plenitud', 'completa', 'piensa', 'aquellos', 'acompañaron', 'quedándose', 'camino'];['resto', 'rocoso', 'tra', 'carga', 'dinamita', 'invaden', 'dejado', 'liberada', 'última', 'part', 'montaña', 'impedía', 'llegar', 'mina', 'veta', 'oro', 'relucen', 'momento', 'sacrificio', 'llegar', 'allí', 'parec', 'diluirs', 'amortizars', 'arrodilla', 'agotado', 'invadido', 'sensación', 'plenitud', 'completa', 'piensa', 'aquello', 'acompañaron', 'quedándos', 'camino'];[('los', 'DET'), ('restos', 'NOUN'), ('rocosos', 'ADJ'), ('tras', 'ADP'), ('la', 'DET'), ('carga', 'NOUN'), ('de', 'ADP'), ('la', 'DET'), ('dinamita', 'NOUN'), ('lo', 'PRON'), ('invaden', 'VERB'), ('todo.', 'PROPN'), ('pero', 'CCONJ'), ('han', 'AUX'), ('dejado', 'VERB'), ('liberada', 'ADJ'), ('la', 'DET'), ('última', 'ADJ'), ('parte', 'NOUN'), ('de', 'ADP'), ('montaña', 'NOUN'), ('que', 'PRON'), ('impedía', 'VERB'), ('llegar', 'VERB'), ('a', 'ADP'), ('la', 'DET'), ('mina.', 'PROPN'), ('sus', 'DET'), ('vetas', 'NOUN'), ('de', 'ADP'), ('oro', 'NOUN'), ('relucen', 'VERB'), ('y,', 'SCONJ'), ('en', 'ADP'), ('ese', 'DET'), ('momento,', 'PROPN'), ('todo', 'DET'), ('el', 'DET'), ('sacrificio', 'NOUN'), ('hasta', 'ADP'), ('llegar', 'VERB'), ('allí', 'ADV'), ('parece', 'AUX'), ('diluirse', 'VERB'), ('y', 'CCONJ'), ('amortizarse.', 'PROPN'), ('se', 'PRON'), ('arrodilla,', 'PROPN'), ('agotado,', 'PROPN'), ('invadido', 'VERB'), ('por', 'ADP'), ('una', 'DET'), ('sensación', 'NOUN'), ('de', 'ADP'), ('plenitud', 'NOUN'), ('completa.', 'PROPN'), ('y', 'CCONJ'), ('piensa', 'VERB'), ('en', 'ADP'), ('todos', 'DET'), ('aquellos', 'PRON'), ('que', 'PRON'), ('le', 'PRON'), ('acompañaron', 'VERB'), ('pero', 'CCONJ'), ('que', 'PRON'), ('fueron', 'AUX'), ('quedándose', 'VERB'), ('por', 'ADP'), ('el', 'DET'), ('camino.', 'NOUN')]
